id_cliente;genero;idade;continente;pais;estado
29689;Female;58;Oceania;Australia;New South Wales
29812;Male;58;Oceania;Australia;Victoria
29837;Female;86;Oceania;Australia;New South Wales
29973;Female;87;Oceania;Australia;Queensland
30090;Male;64;Oceania;Australia;Queensland
30278;Female;79;Oceania;Australia;Victoria
30428;Female;25;Oceania;Australia;Victoria
31086;Female;40;Oceania;Australia;Western Australia
31164;Male;77;Oceania;Australia;Western Australia
31236;Female;65;Oceania;Australia;Victoria
31288;Male;36;Oceania;Australia;South Australia
31374;Female;64;Oceania;Australia;South Australia
31721;Female;64;Oceania;Australia;South Australia
31784;Male;57;Oceania;Australia;New South Wales
32037;Male;36;Oceania;Australia;Victoria
32190;Female;70;Oceania;Australia;South Australia
32259;Female;49;Oceania;Australia;South Australia
32294;Male;76;Oceania;Australia;Queensland
32455;Female;28;Oceania;Australia;Queensland
32488;Male;71;Oceania;Australia;Queensland
32511;Male;61;Oceania;Australia;New South Wales
32538;Female;39;Oceania;Australia;New South Wales
32939;Female;74;Oceania;Australia;South Australia
33036;Male;65;Oceania;Australia;New South Wales
33205;Male;82;Oceania;Australia;Queensland
33444;Male;57;Oceania;Australia;Victoria
34081;Female;86;Oceania;Australia;Victoria
34126;Female;57;Oceania;Australia;South Australia
34143;Male;34;Oceania;Australia;Victoria
34431;Male;85;Oceania;Australia;Western Australia
34451;Male;52;Oceania;Australia;New South Wales
34462;Male;87;Oceania;Australia;Queensland
34850;Female;64;Oceania;Australia;New South Wales
34915;Female;56;Oceania;Australia;New South Wales
35257;Female;55;Oceania;Australia;New South Wales
35479;Male;47;Oceania;Australia;Western Australia
35703;Male;63;Oceania;Australia;New South Wales
35733;Female;70;Oceania;Australia;Western Australia
35795;Male;29;Oceania;Australia;Victoria
36112;Female;88;Oceania;Australia;Victoria
36336;Female;34;Oceania;Australia;Queensland
36418;Female;79;Oceania;Australia;New South Wales
36507;Male;70;Oceania;Australia;Tasmania
36816;Male;54;Oceania;Australia;Victoria
36918;Male;42;Oceania;Australia;South Australia
37070;Female;44;Oceania;Australia;New South Wales
37251;Male;74;Oceania;Australia;Victoria
37408;Male;49;Oceania;Australia;Australian Capital Territory
37580;Female;83;Oceania;Australia;Tasmania
37585;Female;81;Oceania;Australia;South Australia
37802;Male;35;Oceania;Australia;Victoria
37991;Male;88;Oceania;Australia;New South Wales
38006;Male;69;Oceania;Australia;New South Wales
38036;Female;64;Oceania;Australia;Queensland
38183;Male;80;Oceania;Australia;New South Wales
38195;Female;52;Oceania;Australia;Western Australia
38212;Female;40;Oceania;Australia;Victoria
38558;Female;79;Oceania;Australia;New South Wales
38613;Male;37;Oceania;Australia;New South Wales
38865;Male;76;Oceania;Australia;Queensland
38950;Female;70;Oceania;Australia;Tasmania
39183;Male;52;Oceania;Australia;New South Wales
39246;Male;50;Oceania;Australia;Queensland
39268;Female;50;Oceania;Australia;Queensland
39314;Male;40;Oceania;Australia;South Australia
39498;Female;28;Oceania;Australia;New South Wales
39582;Male;51;Oceania;Australia;Tasmania
39592;Female;60;Oceania;Australia;Tasmania
39894;Female;84;Oceania;Australia;New South Wales
39927;Male;41;Oceania;Australia;Tasmania
39996;Male;24;Oceania;Australia;New South Wales
40052;Female;67;Oceania;Australia;New South Wales
40221;Male;23;Oceania;Australia;South Australia
40327;Female;84;Oceania;Australia;Australian Capital Territory
40363;Female;41;Oceania;Australia;New South Wales
40443;Female;87;Oceania;Australia;New South Wales
40649;Male;52;Oceania;Australia;New South Wales
40662;Male;64;Oceania;Australia;Tasmania
40669;Male;56;Oceania;Australia;New South Wales
40741;Male;88;Oceania;Australia;Queensland
41281;Male;79;Oceania;Australia;New South Wales
41386;Female;77;Oceania;Australia;South Australia
41570;Male;87;Oceania;Australia;Northern Territory
41674;Male;87;Oceania;Australia;Western Australia
41707;Male;68;Oceania;Australia;New South Wales
41892;Female;42;Oceania;Australia;New South Wales
42134;Male;82;Oceania;Australia;Western Australia
42177;Male;65;Oceania;Australia;Western Australia
42364;Female;72;Oceania;Australia;New South Wales
42408;Male;36;Oceania;Australia;Queensland
42474;Male;25;Oceania;Australia;New South Wales
42603;Female;24;Oceania;Australia;Queensland
42840;Female;89;Oceania;Australia;Western Australia
42956;Male;81;Oceania;Australia;New South Wales
43784;Male;74;Oceania;Australia;South Australia
43798;Female;59;Oceania;Australia;Queensland
43840;Female;75;Oceania;Australia;Tasmania
44080;Female;71;Oceania;Australia;Victoria
44195;Male;41;Oceania;Australia;New South Wales
44207;Female;41;Oceania;Australia;South Australia
44301;Female;77;Oceania;Australia;Queensland
44493;Female;62;Oceania;Australia;Tasmania
44496;Male;75;Oceania;Australia;South Australia
44728;Female;72;Oceania;Australia;Victoria
44906;Male;30;Oceania;Australia;South Australia
45169;Female;35;Oceania;Australia;Queensland
45172;Female;39;Oceania;Australia;Tasmania
45250;Male;56;Oceania;Australia;New South Wales
45436;Female;73;Oceania;Australia;New South Wales
45522;Male;40;Oceania;Australia;New South Wales
45781;Male;79;Oceania;Australia;Tasmania
45814;Male;57;Oceania;Australia;New South Wales
46155;Female;69;Oceania;Australia;Western Australia
46917;Male;25;Oceania;Australia;Western Australia
46996;Male;38;Oceania;Australia;Queensland
47382;Female;70;Oceania;Australia;South Australia
47518;Female;79;Oceania;Australia;Queensland
47712;Male;48;Oceania;Australia;New South Wales
48080;Male;85;Oceania;Australia;Victoria
48247;Male;58;Oceania;Australia;South Australia
48367;Female;76;Oceania;Australia;Queensland
48383;Female;74;Oceania;Australia;Victoria
48466;Female;40;Oceania;Australia;New South Wales
48733;Female;36;Oceania;Australia;New South Wales
48846;Female;80;Oceania;Australia;Western Australia
48925;Male;85;Oceania;Australia;Western Australia
49400;Male;58;Oceania;Australia;Queensland
49501;Female;43;Oceania;Australia;New South Wales
49606;Female;75;Oceania;Australia;Queensland
49748;Male;45;Oceania;Australia;South Australia
49776;Female;80;Oceania;Australia;New South Wales
49950;Female;26;Oceania;Australia;Tasmania
50075;Male;63;Oceania;Australia;Queensland
50122;Female;45;Oceania;Australia;Queensland
50681;Male;88;Oceania;Australia;New South Wales
50705;Female;76;Oceania;Australia;Western Australia
50719;Female;30;Oceania;Australia;Western Australia
50741;Male;83;Oceania;Australia;Tasmania
51172;Female;67;Oceania;Australia;Victoria
51201;Female;86;Oceania;Australia;New South Wales
51228;Male;47;Oceania;Australia;Queensland
51314;Female;71;Oceania;Australia;Victoria
51429;Male;46;Oceania;Australia;New South Wales
51648;Female;36;Oceania;Australia;South Australia
51649;Male;67;Oceania;Australia;Queensland
51718;Female;87;Oceania;Australia;South Australia
52435;Male;69;Oceania;Australia;New South Wales
52536;Male;38;Oceania;Australia;Victoria
52694;Female;53;Oceania;Australia;Tasmania
53168;Male;66;Oceania;Australia;Queensland
53260;Female;89;Oceania;Australia;Victoria
53318;Female;70;Oceania;Australia;Queensland
53891;Male;81;Oceania;Australia;New South Wales
53920;Female;39;Oceania;Australia;New South Wales
54089;Male;88;Oceania;Australia;New South Wales
54161;Male;33;Oceania;Australia;Queensland
54535;Male;67;Oceania;Australia;Queensland
54560;Female;63;Oceania;Australia;Queensland
54582;Female;46;Oceania;Australia;Victoria
54627;Male;57;Oceania;Australia;Tasmania
54704;Female;73;Oceania;Australia;Victoria
54752;Female;59;Oceania;Australia;Western Australia
54794;Female;59;Oceania;Australia;New South Wales
54987;Male;86;Oceania;Australia;Western Australia
55039;Male;64;Oceania;Australia;Victoria
55066;Male;83;Oceania;Australia;New South Wales
55084;Male;61;Oceania;Australia;Northern Territory
55411;Female;43;Oceania;Australia;New South Wales
55464;Female;43;Oceania;Australia;New South Wales
55715;Female;39;Oceania;Australia;Western Australia
55914;Male;32;Oceania;Australia;Western Australia
56161;Male;31;Oceania;Australia;Tasmania
56480;Female;50;Oceania;Australia;South Australia
56562;Female;75;Oceania;Australia;Victoria
56791;Male;30;Oceania;Australia;Victoria
56834;Female;61;Oceania;Australia;Queensland
56951;Female;39;Oceania;Australia;Victoria
56999;Female;41;Oceania;Australia;New South Wales
57093;Male;71;Oceania;Australia;New South Wales
57246;Male;38;Oceania;Australia;South Australia
57294;Female;45;Oceania;Australia;Victoria
57307;Female;44;Oceania;Australia;Victoria
57374;Male;87;Oceania;Australia;New South Wales
57491;Male;39;Oceania;Australia;Queensland
57662;Male;43;Oceania;Australia;Queensland
57681;Male;67;Oceania;Australia;Western Australia
57820;Male;74;Oceania;Australia;Victoria
57938;Male;45;Oceania;Australia;Victoria
58066;Male;82;Oceania;Australia;New South Wales
58105;Female;45;Oceania;Australia;South Australia
58212;Female;60;Oceania;Australia;Western Australia
58710;Male;75;Oceania;Australia;Western Australia
58919;Female;64;Oceania;Australia;Western Australia
59159;Female;77;Oceania;Australia;Queensland
59304;Male;71;Oceania;Australia;New South Wales
59422;Female;35;Oceania;Australia;New South Wales
59529;Female;33;Oceania;Australia;New South Wales
59842;Male;86;Oceania;Australia;New South Wales
59961;Male;77;Oceania;Australia;New South Wales
60009;Female;35;Oceania;Australia;Queensland
60088;Female;43;Oceania;Australia;South Australia
60150;Female;61;Oceania;Australia;Victoria
60407;Male;80;Oceania;Australia;Queensland
60411;Female;86;Oceania;Australia;Western Australia
60454;Male;72;Oceania;Australia;New South Wales
60475;Male;77;Oceania;Australia;South Australia
60722;Male;40;Oceania;Australia;Queensland
60892;Male;61;Oceania;Australia;Victoria
60995;Male;69;Oceania;Australia;New South Wales
61546;Female;71;Oceania;Australia;New South Wales
61718;Female;69;Oceania;Australia;Queensland
61773;Female;24;Oceania;Australia;New South Wales
61776;Male;71;Oceania;Australia;New South Wales
61825;Male;29;Oceania;Australia;New South Wales
61881;Female;31;Oceania;Australia;Victoria
61947;Female;28;Oceania;Australia;Victoria
62017;Female;70;Oceania;Australia;Western Australia
62035;Male;73;Oceania;Australia;Queensland
62038;Male;28;Oceania;Australia;South Australia
62076;Male;79;Oceania;Australia;Tasmania
62125;Female;47;Oceania;Australia;Queensland
62133;Male;29;Oceania;Australia;New South Wales
62163;Female;63;Oceania;Australia;Victoria
62416;Female;82;Oceania;Australia;Queensland
62473;Female;58;Oceania;Australia;South Australia
62537;Female;88;Oceania;Australia;Queensland
62590;Male;52;Oceania;Australia;Tasmania
63342;Male;53;Oceania;Australia;Western Australia
63597;Male;86;Oceania;Australia;Queensland
63681;Male;89;Oceania;Australia;New South Wales
63807;Male;76;Oceania;Australia;New South Wales
63957;Female;34;Oceania;Australia;Tasmania
64017;Female;60;Oceania;Australia;Queensland
64037;Male;88;Oceania;Australia;New South Wales
64104;Female;87;Oceania;Australia;South Australia
64210;Male;33;Oceania;Australia;Tasmania
64491;Male;27;Oceania;Australia;Australian Capital Territory
64511;Female;62;Oceania;Australia;Queensland
64764;Male;39;Oceania;Australia;Western Australia
64842;Male;53;Oceania;Australia;New South Wales
64989;Female;31;Oceania;Australia;New South Wales
65112;Female;73;Oceania;Australia;South Australia
65163;Female;71;Oceania;Australia;Victoria
65180;Female;46;Oceania;Australia;Northern Territory
65210;Female;76;Oceania;Australia;South Australia
65269;Female;84;Oceania;Australia;Victoria
65283;Female;82;Oceania;Australia;Queensland
65372;Male;39;Oceania;Australia;Queensland
65507;Female;46;Oceania;Australia;Queensland
65544;Male;67;Oceania;Australia;Western Australia
65856;Male;69;Oceania;Australia;Victoria
66352;Female;66;Oceania;Australia;Western Australia
66610;Female;43;Oceania;Australia;Victoria
66677;Female;47;Oceania;Australia;New South Wales
67066;Male;74;Oceania;Australia;Western Australia
67157;Male;88;Oceania;Australia;New South Wales
67217;Male;42;Oceania;Australia;Queensland
67369;Female;28;Oceania;Australia;South Australia
67380;Female;67;Oceania;Australia;South Australia
67398;Male;27;Oceania;Australia;Australian Capital Territory
67455;Male;31;Oceania;Australia;New South Wales
67481;Male;71;Oceania;Australia;South Australia
67744;Male;81;Oceania;Australia;Tasmania
68000;Male;52;Oceania;Australia;Queensland
68082;Female;50;Oceania;Australia;New South Wales
68537;Male;47;Oceania;Australia;Queensland
68745;Female;82;Oceania;Australia;Victoria
68882;Male;30;Oceania;Australia;Queensland
69066;Female;35;Oceania;Australia;South Australia
69280;Female;79;Oceania;Australia;South Australia
69557;Male;51;Oceania;Australia;Queensland
69645;Female;29;Oceania;Australia;Victoria
69707;Female;89;Oceania;Australia;New South Wales
69754;Female;63;Oceania;Australia;New South Wales
69812;Female;42;Oceania;Australia;Victoria
69954;Female;67;Oceania;Australia;New South Wales
69959;Male;48;Oceania;Australia;Victoria
70130;Female;56;Oceania;Australia;Western Australia
70453;Female;54;Oceania;Australia;New South Wales
70544;Male;41;Oceania;Australia;New South Wales
70584;Male;26;Oceania;Australia;New South Wales
70598;Female;56;Oceania;Australia;New South Wales
70912;Female;47;Oceania;Australia;Victoria
71218;Male;77;Oceania;Australia;Queensland
71220;Male;26;Oceania;Australia;Victoria
71282;Female;78;Oceania;Australia;Queensland
71333;Male;45;Oceania;Australia;New South Wales
71343;Male;45;Oceania;Australia;Queensland
71511;Male;26;Oceania;Australia;New South Wales
71625;Male;52;Oceania;Australia;Victoria
71941;Female;64;Oceania;Australia;New South Wales
72003;Female;55;Oceania;Australia;Queensland
72194;Female;44;Oceania;Australia;Queensland
72571;Female;58;Oceania;Australia;South Australia
72645;Female;87;Oceania;Australia;South Australia
72719;Female;74;Oceania;Australia;Northern Territory
72812;Female;59;Oceania;Australia;Western Australia
72826;Male;30;Oceania;Australia;New South Wales
72959;Male;51;Oceania;Australia;Victoria
73070;Male;70;Oceania;Australia;Victoria
73324;Male;57;Oceania;Australia;Northern Territory
73515;Female;71;Oceania;Australia;New South Wales
73636;Female;39;Oceania;Australia;New South Wales
73704;Female;56;Oceania;Australia;New South Wales
73955;Female;87;Oceania;Australia;Queensland
74071;Female;43;Oceania;Australia;Victoria
74210;Female;66;Oceania;Australia;New South Wales
74240;Male;35;Oceania;Australia;South Australia
74581;Female;68;Oceania;Australia;New South Wales
74585;Male;69;Oceania;Australia;Queensland
74606;Male;23;Oceania;Australia;New South Wales
74687;Male;66;Oceania;Australia;Western Australia
74715;Male;49;Oceania;Australia;New South Wales
74845;Male;85;Oceania;Australia;Victoria
74871;Male;44;Oceania;Australia;Victoria
75216;Male;28;Oceania;Australia;South Australia
75555;Female;29;Oceania;Australia;Queensland
75706;Female;77;Oceania;Australia;Queensland
75712;Male;45;Oceania;Australia;South Australia
75832;Female;39;Oceania;Australia;Victoria
75965;Male;35;Oceania;Australia;Queensland
75976;Female;39;Oceania;Australia;New South Wales
75991;Male;45;Oceania;Australia;New South Wales
76013;Female;43;Oceania;Australia;New South Wales
76021;Male;64;Oceania;Australia;New South Wales
76149;Female;53;Oceania;Australia;Queensland
76499;Female;83;Oceania;Australia;New South Wales
76526;Male;57;Oceania;Australia;Queensland
76531;Female;81;Oceania;Australia;New South Wales
76532;Female;55;Oceania;Australia;South Australia
76560;Male;69;Oceania;Australia;New South Wales
76618;Female;60;Oceania;Australia;Australian Capital Territory
76714;Male;66;Oceania;Australia;New South Wales
76891;Male;48;Oceania;Australia;New South Wales
76979;Female;35;Oceania;Australia;Victoria
77128;Male;73;Oceania;Australia;New South Wales
77150;Male;54;Oceania;Australia;New South Wales
77290;Female;77;Oceania;Australia;Queensland
77303;Male;25;Oceania;Australia;South Australia
77409;Female;80;Oceania;Australia;Western Australia
77534;Female;60;Oceania;Australia;New South Wales
77685;Male;29;Oceania;Australia;New South Wales
77709;Female;49;Oceania;Australia;Victoria
77742;Female;52;Oceania;Australia;Victoria
77832;Female;36;Oceania;Australia;New South Wales
78097;Male;31;Oceania;Australia;New South Wales
78428;Female;37;Oceania;Australia;Victoria
78578;Male;42;Oceania;Australia;Victoria
78616;Female;75;Oceania;Australia;Victoria
79131;Male;72;Oceania;Australia;Western Australia
79191;Female;40;Oceania;Australia;New South Wales
79245;Female;39;Oceania;Australia;New South Wales
79667;Male;58;Oceania;Australia;Victoria
79808;Female;67;Oceania;Australia;New South Wales
80029;Male;39;Oceania;Australia;Western Australia
80128;Female;85;Oceania;Australia;New South Wales
80155;Male;45;Oceania;Australia;Victoria
80172;Female;30;Oceania;Australia;Western Australia
80273;Female;26;Oceania;Australia;Victoria
80279;Female;70;Oceania;Australia;Western Australia
80578;Female;25;Oceania;Australia;Victoria
80598;Male;63;Oceania;Australia;Queensland
81018;Male;73;Oceania;Australia;Victoria
81173;Female;59;Oceania;Australia;Queensland
81518;Female;42;Oceania;Australia;South Australia
81524;Male;88;Oceania;Australia;South Australia
81720;Male;84;Oceania;Australia;Australian Capital Territory
81748;Female;87;Oceania;Australia;Queensland
81993;Female;32;Oceania;Australia;South Australia
82415;Male;63;Oceania;Australia;Queensland
82507;Male;73;Oceania;Australia;South Australia
82533;Female;30;Oceania;Australia;Queensland
82644;Male;41;Oceania;Australia;New South Wales
82689;Male;39;Oceania;Australia;Western Australia
83201;Male;44;Oceania;Australia;New South Wales
83347;Male;29;Oceania;Australia;New South Wales
83643;Male;70;Oceania;Australia;New South Wales
83651;Female;71;Oceania;Australia;New South Wales
83690;Male;51;Oceania;Australia;Victoria
83705;Male;90;Oceania;Australia;Queensland
83739;Male;68;Oceania;Australia;New South Wales
83840;Female;37;Oceania;Australia;Tasmania
83861;Female;31;Oceania;Australia;Victoria
83985;Male;26;Oceania;Australia;South Australia
84017;Male;87;Oceania;Australia;South Australia
84085;Male;53;Oceania;Australia;Queensland
85080;Female;59;Oceania;Australia;Victoria
85124;Male;59;Oceania;Australia;New South Wales
85165;Male;56;Oceania;Australia;Queensland
85207;Male;30;Oceania;Australia;New South Wales
85220;Male;41;Oceania;Australia;Western Australia
85265;Female;25;Oceania;Australia;New South Wales
85381;Female;47;Oceania;Australia;Queensland
85430;Male;66;Oceania;Australia;South Australia
85561;Male;34;Oceania;Australia;New South Wales
85597;Male;24;Oceania;Australia;Queensland
85609;Female;79;Oceania;Australia;Queensland
85804;Male;44;Oceania;Australia;New South Wales
85861;Female;63;Oceania;Australia;South Australia
85974;Female;55;Oceania;Australia;Victoria
86036;Male;76;Oceania;Australia;Queensland
86126;Male;54;Oceania;Australia;Western Australia
86207;Male;54;Oceania;Australia;South Australia
86267;Female;78;Oceania;Australia;New South Wales
86297;Female;89;Oceania;Australia;South Australia
86358;Female;83;Oceania;Australia;New South Wales
86465;Female;62;Oceania;Australia;Victoria
86472;Male;75;Oceania;Australia;New South Wales
86475;Female;30;Oceania;Australia;Queensland
86903;Male;52;Oceania;Australia;South Australia
87032;Male;57;Oceania;Australia;New South Wales
87210;Female;39;Oceania;Australia;Victoria
87229;Female;74;Oceania;Australia;Queensland
87277;Female;54;Oceania;Australia;New South Wales
87290;Male;28;Oceania;Australia;Queensland
87414;Male;26;Oceania;Australia;South Australia
87464;Male;35;Oceania;Australia;Victoria
87690;Male;26;Oceania;Australia;New South Wales
87861;Female;66;Oceania;Australia;New South Wales
